,ano_eleicao,nome,nome_urna,numero_sequencial,numero_urna,sigla_uf_nascimento,sigla_partido,numero_partido,tipo_agremiacao,descricao_cargo,despesa_maxima_campanha,idade_data_posse,descricao_cor_raca,descricao_estado_civil,descricao_genero,descricao_grau_instrucao,descricao_nacionalidade,descricao_ocupacao,concorre_reeleicao,declara_bens,descricao_totalizacao_turno
16861,2018,NELSON DOS SANTOS GONCALVES FILHO,NELSON GONCALVES,190000601071,5590.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,62.0,PARDA,DIVORCIADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,N,S,SUPLENTE
16869,2018,ANDERSON LUIS DOS SANTOS,ANDERSON DA SAUDE,190000607916,5512.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,39.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
16872,2018,FABIANO OLIVEIRA PEREIRA,FABIANO OLIVEIRA,190000614723,1733.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,41.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL CIVIL,N,S,SUPLENTE
16876,2018,MAURIZETE DA SILVA CATARINA ACIOLI,MAURIZETE CATARINA,190000626421,1039.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,44.0,PARDA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,FONOAUDIOLOGO,N,S,SUPLENTE
16878,2018,PAULO SALVADOR DE SOUZA BASTOS,PAULO BARATA,190000624679,4432.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,57.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,S,SUPLENTE
16879,2018,DAVI JERONIMO DA SILVA,PROFESSOR DAVI SILVA,190000626368,1088.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,41.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO SUPERIOR,N,N,SUPLENTE
16880,2018,EVANIL UBIRACI ELIAS FIRMINO,EVANIL FIRMINO,190000622746,5451.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,40.0,PRETA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ANALISTA DE SISTEMAS,N,S,NAO ELEITO
16883,2018,MARCELO DOS SANTOS CERQUEIRA,MARCELO CERQUEIRA,190000616262,3307.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,0.0,48.0,BRANCA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO FUNDAMENTAL,N,S,SUPLENTE
16884,2018,RAQUEL NIEDERMEYER DENARDIN,RAQUEL STASIAKI,190000614672,1718.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,42.0,BRANCA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
16885,2018,ROSELI CORDEIRO FILARDO,ROSE DO RIO,190000626420,1015.0,PR,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,65.0,BRANCA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ATLETA PROFISSIONAL E TECNICO EM DESPORTOS,N,N,SUPLENTE
16886,2018,EDSON MARINHO GASPAR DE MATOS,EDSON MANDELA,190000625182,2794.0,RJ,DC,27,COLIGACAO,DEPUTADO FEDERAL,0.0,40.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
16887,2018,ANTONIO JOSE SOUZA DA SILVA,ANTONIO JOSE,190000624712,4467.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,52.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,SUPLENTE
16889,2018,LUIZ CARLOS ALBERTO VILANOVA BITTENCOURT MARQUES,CARLINHOS VILANOVA,190000614928,3517.0,RJ,PMB,35,COLIGACAO,DEPUTADO FEDERAL,0.0,51.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
16891,2018,MARIZETE KUHN,MARIZETE KUHN,190000624645,4403.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,71.0,BRANCA,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,JORNALISTA E REDATOR,N,N,SUPLENTE
16895,2018,MARIA TEREZA MIRANDA CHAGAS DE ALMEIDA,TEREZA DO MTM,190000626348,1048.0,ES,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,58.0,PARDA,CASADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,CABELEIREIRO E BARBEIRO,N,S,SUPLENTE
16896,2018,LUCIANA PINHEIRO FARIAS,LUCIANA FARIAS,190000606060,3193.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,-1.0,43.0,BRANCA,CASADO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,
16897,2018,RONALDO FERREIRA DOS SANTOS,RONALDO FERREIRA,190000622770,5409.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,47.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
16901,2018,CLAUDINEI MARTINS,MARTINS,190000624648,4415.0,PR,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,43.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,S,SUPLENTE
16908,2018,WAGNER OLIVEIRA DE SOUZA,WAGUINHO ANABAL,190000614971,3690.0,RJ,PTC,36,COLIGACAO,DEPUTADO FEDERAL,0.0,41.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,POLICIAL MILITAR,N,N,NAO ELEITO
16910,2018,GENILDO LEANDRO DA COSTA,LEANDRO,190000622750,5474.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,63.0,BRANCA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,NAO ELEITO
16911,2018,JANE DEBORA DA CONCEICAO,JANE DEBORA,190000603388,7757.0,RJ,SOLIDARIEDADE,77,COLIGACAO,DEPUTADO FEDERAL,0.0,47.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,SUPLENTE
16912,2018,WAGNER MONTES DOS SANTOS,WAGNER MONTES,190000626396,1010.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,64.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,ELEITO POR QP
16917,2018,FERNANDO ANTONIO DA SILVA,FERNANDAO FERROVIARIO,190000607883,2077.0,RJ,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,56.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,FERROVIARIO,N,S,SUPLENTE
16918,2018,FABIO PRUDENTE DE BARROS,FABIO PRUDENTE,190000626407,1041.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,41.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DETETIVE PARTICULAR,N,N,NAO ELEITO
16919,2018,ADEMIR MADEIRA,ADEMIR MADEIRA,190000629291,2857.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,61.0,BRANCA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,NAO ELEITO
16920,2018,MICHAEL DE SOUZA VIDAL,MICHEL VIDAL,190000607930,5550.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,33.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
16923,2018,ISMAEL RODRIGUES DE MAGALHAES TORQUATO,ISMAEL TORQUATO,190000616212,7034.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,34.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,JORNALISTA E REDATOR,N,N,SUPLENTE
16924,2018,DAISY MARIA VIEIRA BARROS E SILVA,DR.. DAISY,190000604149,1980.0,PE,PODE,19,COLIGACAO,DEPUTADO FEDERAL,0.0,60.0,BRANCA,SEPARADO(A) JUDICIALMENTE,FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
16926,2018,ROMUALDO MENDES DE FREITAS,DR. ROMUALDO DEFENSOR,190000616226,7090.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,70.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
16935,2018,ANTONIO MARCOS PAPINHA DA SILVA,PAPINHA,190000614643,1700.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,47.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA (NATURALIZADA),COMERCIANTE,N,N,SUPLENTE
16938,2018,ANA LUCIA MASCARENHAS DOS SANTOS,ANA MASCARENHAS,190000616202,7006.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,55.0,PRETA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,S,SUPLENTE
16943,2018,GABRIEL LEYENDECKER DA SILVA,GABRIEL LEYENDECKER,190000616257,3369.0,RJ,PMN,33,COLIGACAO,DEPUTADO FEDERAL,0.0,22.0,PARDA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"ESTUDANTE, BOLSISTA, ESTAGIARIO E ASSEMELHADOS",N,S,SUPLENTE
16946,2018,EDUARDO ALVES DE AMORIM,EDUARDO AMORIM,190000604187,2211.0,AM,PR,22,COLIGACAO,DEPUTADO FEDERAL,0.0,48.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,SUPLENTE
16951,2018,GERSON SANTOS BARROS,GERSON BARROS,190000625159,4345.0,MA,PV,43,COLIGACAO,DEPUTADO FEDERAL,0.0,38.0,PRETA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,GARCOM,N,N,SUPLENTE
16953,2018,ADILSON BLANCO MARUJO,ADILSON PADRINHO,190000626372,1060.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,56.0,BRANCA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
16956,2018,JORGE LUIZ DA SILVA COSTA,JORGE COSTA,190000602101,5066.0,RJ,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,51.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
16960,2018,VINICIUS MEDEIROS FARAH,VINICIUS FARAH,190000607480,1515.0,RJ,MDB,15,COLIGACAO,DEPUTADO FEDERAL,0.0,53.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,ELEITO POR QP
16966,2018,CARLOS ALBERTO MELO DA SILVA,CARLOS BEKO,190000602083,5015.0,RJ,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,52.0,PRETA,SOLTEIRO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,AGRICULTOR,N,N,SUPLENTE
16971,2018,ITALVA SILVA OLIVEIRA,ITA,190000626322,2836.0,BA,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,67.0,PRETA,CASADO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
16972,2018,DANILO BASTOS JUNIOR,DANILO BASTOS JR,190000614679,1727.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,58.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,"CORRETOR DE IMOVEIS, SEGUROS, TITULOS E VALORES",N,S,SUPLENTE
16974,2018,ELISEU GOMES KESSLER,ELISEU KESSLER,190000601137,5566.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,50.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO MUNICIPAL,N,S,SUPLENTE
16975,2018,HERIBALDO FRAGA MACHADO,BADY MACHADO,190000607828,2040.0,RJ,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,66.0,BRANCA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,REPRESENTANTE COMERCIAL,N,S,SUPLENTE
16976,2018,RAQUEL DA SILVEIRA CARVALHO,RAQUEL CARVALHO,190000629941,5130.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,23.0,PRETA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
16978,2018,THATIANA SILVA DE CARVALHO,THATIANA CARVALHO,190000607935,5541.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,30.0,PARDA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
16979,2018,LUIZ CELSO RODRIGUES,CELSO RODRIGUES (CELSINHO),190000626392,1014.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,57.0,BRANCA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
16999,2018,CRISTIANE BRASIL FRANCISCO,CRISTIANE BRASIL,190000607451,1414.0,RJ,PTB,14,COLIGACAO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,SUPLENTE
17002,2018,SHEILA DE OLIVEIRA BARROSO,SHEILA BARROSO,190000625211,2723.0,RJ,DC,27,COLIGACAO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,CASADO(A),FEMININO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
17003,2018,CARLOS PEDRO DA SILVA,PEDRINHO DO CARTEIRO AMIGO,190000625177,2726.0,RJ,DC,27,COLIGACAO,DEPUTADO FEDERAL,0.0,49.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,N,SUPLENTE
17004,2018,DANIEL ARAUJO DUQUE,DANIEL DUQUE,190000602253,3003.0,RJ,NOVO,30,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,37.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,"OPERADOR DE EQUIPAMENTO DE RADIO, TELEVISAO, SOM E CINEMA",N,S,SUPLENTE
17006,2018,CINTIA DA SILVA GOMES DO NASCIMENTO,CINTIA,190000628125,5145.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,28.0,PARDA,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,NAO ELEITO
17014,2018,GUSTAVO XAVIER JORGE,PROFESSOR GUSTAVO JORGE,190000607885,2080.0,RJ,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,37.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,S,SUPLENTE
17016,2018,JEAN WYLLYS DE MATOS SANTOS,JEAN WYLLYS,190000602097,5005.0,BA,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,44.0,PRETA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,ELEITO POR MEDIA
17021,2018,MARCIO DE PAULA SANTOS,MARCIO GREEN,190000614961,3655.0,RJ,PTC,36,COLIGACAO,DEPUTADO FEDERAL,0.0,35.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,NAO ELEITO
17026,2018,RAQUEL CASSIMIRO DA SILVA,TIA RAQUEL DO SOCIAL,190000607432,2502.0,RJ,DEM,25,COLIGACAO,DEPUTADO FEDERAL,0.0,43.0,PARDA,CASADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,DONA DE CASA,N,S,SUPLENTE
17030,2018,RINALDO CARLOS DA COSTA DE SOUZA,REV. RINALDO,190000626291,2879.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,56.0,PRETA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,MEMBRO DAS FORCAS ARMADAS,N,N,NAO ELEITO
17033,2018,ONILDO RAMOS DA SILVA,ONILDO RAMOS,190000624678,4402.0,MT,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,55.0,PARDA,CASADO(A),MASCULINO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
17035,2018,LUIZ ALEXANDRE DA COSTA PEREIRA,LAP,190000622757,5445.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,-1.0,65.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,
17038,2018,ANTONIO JOSE PAPERA DE AZEVEDO,ZICO,190000607450,1412.0,RJ,PTB,14,COLIGACAO,DEPUTADO FEDERAL,0.0,52.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,SUPLENTE
17043,2018,JORGE BRAZ DE OLIVEIRA,JORGE BRAZ,190000626481,1011.0,MG,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,65.0,PARDA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
17049,2018,GUIOMAR TINOCO LACERDA,GUIOMAR LACERDA,190000614657,1740.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,69.0,PARDA,CASADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA (NATURALIZADA),PROFESSOR DE ENSINO MEDIO,N,N,SUPLENTE
17057,2018,ALEXANDRE AGUIAR CARDOSO,ALEXANDRE CARDOSO,190000601127,5540.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,66.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,N,S,SUPLENTE
17061,2018,MARCOS CORREA DOS SANTOS,MARQUINHO DO SEGURO,190000626272,2830.0,RJ,PRTB,28,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,45.0,PARDA,VIUVO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,SERVIDOR PUBLICO FEDERAL,N,N,NAO ELEITO
17062,2018,GERALDO ROBERTO SIQUEIRA DE SOUZA,GERALDO PUDIM,190000607471,1554.0,RJ,MDB,15,COLIGACAO,DEPUTADO FEDERAL,0.0,58.0,PARDA,CASADO(A),MASCULINO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,DEPUTADO,N,S,SUPLENTE
17064,2018,ROBERTO CARLOS DOS SANTOS,ROBERTINHO,190000602118,5034.0,RJ,PSOL,50,COLIGACAO,DEPUTADO FEDERAL,0.0,53.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,COMERCIANTE,N,N,SUPLENTE
17069,2018,VANESSA GOMES DA SILVA,VANESSA SILVA,190000622778,5420.0,RJ,PPL,54,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,26.0,PRETA,SOLTEIRO(A),FEMININO,ENSINO MEDIO INCOMPLETO,BRASILEIRA NATA,OUTROS,N,N,NAO ELEITO
17078,2018,CARLA FERREIRA RAMOS,CHARLO FERRESON,190000614722,1709.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,45.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,OUTROS,N,N,SUPLENTE
17079,2018,CRISTINA PEREIRA,CRISTINA PEREIRA,190000616232,7044.0,RJ,AVANTE,70,COLIGACAO,DEPUTADO FEDERAL,0.0,51.0,BRANCA,SOLTEIRO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,MASSAGISTA,N,S,SUPLENTE
17086,2018,RUBENS TEIXEIRA DA SILVA,RUBENS TEIXEIRA,190000626399,1077.0,RJ,PRB,10,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,48.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
17090,2018,MARIA NAZARE MENDONCA DE SOUZA MARINHO,MISSIONARIA NAZARE MENDONCA,190000624665,4406.0,RJ,PRP,44,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,58.0,PARDA,DIVORCIADO(A),FEMININO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,VENDEDOR DE COMERCIO VAREJISTA E ATACADISTA,N,S,SUPLENTE
17091,2018,GILSON ROSA RIBEIRO,GILSON RIBEIRO,190000607884,2094.0,RJ,PSC,20,COLIGACAO,DEPUTADO FEDERAL,0.0,54.0,PARDA,CASADO(A),MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRASILEIRA NATA,ELETRICISTA E ASSEMELHADOS,N,N,SUPLENTE
17096,2018,FRANKLIN TRINDADE DE ALMEIDA,TRINDADE,190000606046,3101.0,RJ,PHS,31,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,44.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,S,SUPLENTE
17097,2018,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,190000607872,9090.0,RJ,PROS,90,COLIGACAO,DEPUTADO FEDERAL,0.0,40.0,BRANCA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,DEPUTADO,S,S,SUPLENTE
17098,2018,FABIO LEONARDO VALVERDE PORTUGAL,FABIO PORTUGAL,190000604169,1938.0,RJ,PODE,19,COLIGACAO,DEPUTADO FEDERAL,0.0,39.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,TECNICO EM EDIFICACOES,N,S,SUPLENTE
17099,2018,NORMA TEIXEIRA DEMUNER,NORMA DEMUNER,190000601155,5502.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,49.0,BRANCA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,EMPRESARIO,N,S,SUPLENTE
17105,2018,JOSE AUGUSTO DE MIRANDA,JOSE AUGUSTO,190000615551,1220.0,RJ,PDT,12,COLIGACAO,DEPUTADO FEDERAL,-1.0,65.0,BRANCA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,VEREADOR,N,S,
17109,2018,JOSE LINS DE CERQUEIRA,LINS CERQUEIRA,190000604175,1929.0,AL,PODE,19,COLIGACAO,DEPUTADO FEDERAL,0.0,74.0,BRANCA,VIUVO(A),MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRASILEIRA NATA,MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,N,SUPLENTE
17110,2018,ANDREIA DE OLIVEIRA PADUA,DRA. ANDREIA PADUA,190000607449,1484.0,RJ,PTB,14,COLIGACAO,DEPUTADO FEDERAL,0.0,40.0,BRANCA,DIVORCIADO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,ADVOGADO,N,N,SUPLENTE
17111,2018,WANDERSON DA CONCEICAO NOGUEIRA,ANDINHO DO GAS,190000603444,2351.0,RJ,PPS,23,COLIGACAO,DEPUTADO FEDERAL,0.0,41.0,PARDA,SOLTEIRO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,PROFESSOR DE ENSINO MEDIO,N,S,SUPLENTE
17116,2018,JORGE LUCENA AGUIAR,DOUTOR JORGE LUCENA,190000614710,1731.0,RJ,PSL,17,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,57.0,PARDA,CASADO(A),MASCULINO,SUPERIOR COMPLETO,BRASILEIRA NATA,MEDICO,N,N,SUPLENTE
17122,2018,ANDERSON GARCIA BORGES,LOBAO,190000615555,4030.0,RJ,PSB,40,COLIGACAO,DEPUTADO FEDERAL,-1.0,37.0,PARDA,DIVORCIADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,MOTORISTA PARTICULAR,N,S,
17127,2018,CARLA CRISTINA SIMOES DA CUNHA DE OLIVEIRA,CARLINHA DE OLIVEIRA,190000629939,5156.0,RJ,PATRI,51,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,37.0,PARDA,CASADO(A),FEMININO,SUPERIOR INCOMPLETO,BRASILEIRA NATA,"ESTUDANTE, BOLSISTA, ESTAGIARIO E ASSEMELHADOS",N,N,NAO ELEITO
17128,2018,ANDREIA ALMEIDA ZITO DOS SANTOS,ANDREIA ZITO,190000601131,5545.0,RJ,PSD,55,PARTIDO ISOLADO,DEPUTADO FEDERAL,0.0,44.0,PARDA,SOLTEIRO(A),FEMININO,SUPERIOR COMPLETO,BRASILEIRA NATA,OUTROS,N,S,SUPLENTE
17130,2018,CARLOS ALBERTO NUNES PEREIRA,CARLOS NUNES,190000625152,4369.0,RJ,PV,43,COLIGACAO,DEPUTADO FEDERAL,0.0,49.0,BRANCA,CASADO(A),MASCULINO,ENSINO MEDIO COMPLETO,BRASILEIRA NATA,MOTORISTA PARTICULAR,N,S,NAO ELEITO
